Review #,Brand,Country,Contain_Flavor,Meat_Types,Is_Spicy,Noodle_Types,Style_Bowl,Style_Cup,Style_Pack,Style_Tray,Stars
2561,0.025660964230171075,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.0
2560,0.14813374805598756,0.053265940902021774,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,4.25
2559,0.21578538102643857,0.12480559875583204,0,0.09020217729393468,0,0.09409020217729394,0.0,0.0,1.0,0.0,5.0
2558,0.009720062208398134,0.042379471228615864,1,0.003110419906687403,1,0.4432348367029549,0.0,1.0,0.0,0.0,5.0
2557,0.0042768273716951785,0.12480559875583204,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,4.75
2556,0.21578538102643857,0.012052877138413685,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.25
2555,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,4.25
2554,0.21578538102643857,0.0007776049766718507,1,0.09020217729393468,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2553,0.14813374805598756,0.13608087091757387,0,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,4.75
2552,0.008164852255054433,0.059875583203732506,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,5.0
2551,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,4.0
2550,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,5.0
2549,0.14813374805598756,0.04860031104199067,0,0.6329704510108864,1,0.09409020217729394,0.0,0.0,1.0,0.0,4.5
2548,0.017884914463452566,0.12013996889580093,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2547,0.21578538102643857,0.06570762052877138,0,0.6329704510108864,1,0.4432348367029549,1.0,0.0,0.0,0.0,4.0
2546,0.003499222395023328,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,1.0,0.0,0.0,0.0,3.75
2545,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2543,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,0.0,1.0,5.0
2542,0.00583203732503888,0.13608087091757387,0,0.6329704510108864,0,0.023716951788491446,0.0,1.0,0.0,0.0,1.5
2541,0.14813374805598756,0.12480559875583204,1,0.12674961119751166,1,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2540,0.00583203732503888,0.08709175738724728,0,0.6329704510108864,1,0.4432348367029549,0.0,1.0,0.0,0.0,3.25
2539,0.14813374805598756,0.053265940902021774,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,3.75
2538,0.14813374805598756,0.12480559875583204,1,0.09020217729393468,0,0.4432348367029549,0.0,1.0,0.0,0.0,5.0
2537,0.14813374805598756,0.042379471228615864,0,0.04937791601866252,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2536,0.21578538102643857,0.0007776049766718507,0,0.09020217729393468,0,0.4432348367029549,0.0,1.0,0.0,0.0,3.5
2535,0.14813374805598756,0.12480559875583204,1,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2534,0.0027216174183514776,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,4.0
2533,0.038102643856920686,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,5.0
2532,0.14813374805598756,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,4.75
2531,0.004665629860031105,0.06570762052877138,0,0.09020217729393468,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.25
2530,0.017884914463452566,0.12013996889580093,0,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,2.0
2529,0.029548989113530325,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,4.5
2528,0.21578538102643857,0.042379471228615864,1,0.12674961119751166,0,0.41135303265940903,0.0,0.0,1.0,0.0,5.0
2527,0.004665629860031105,0.041990668740279936,1,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,0.0
2526,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.5
2525,0.21578538102643857,0.13608087091757387,0,0.6329704510108864,0,0.0276049766718507,0.0,0.0,1.0,0.0,3.5
2524,0.14813374805598756,0.042379471228615864,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,5.0
2523,0.038102643856920686,0.12013996889580093,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,4.5
2522,0.21578538102643857,0.13608087091757387,0,0.6329704510108864,0,0.0276049766718507,0.0,0.0,1.0,0.0,5.0
2521,0.14813374805598756,0.042379471228615864,1,0.01166407465007776,0,0.4432348367029549,0.0,1.0,0.0,0.0,4.5
2520,0.14813374805598756,0.042379471228615864,1,0.01166407465007776,0,0.4432348367029549,0.0,0.0,0.0,1.0,5.0
2519,0.21578538102643857,0.12013996889580093,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,1.0
2518,0.21578538102643857,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,1.0,0.0,0.0,0.0,4.0
2517,0.21578538102643857,0.13608087091757387,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.5
2516,0.0027216174183514776,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,1.0,0.0,0.0,0.0,3.5
2515,0.004665629860031105,0.08709175738724728,1,0.09020217729393468,1,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2514,0.21578538102643857,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,4.5
2512,0.0023328149300155523,0.08709175738724728,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2511,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,5.0
2510,0.008164852255054433,0.059875583203732506,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2509,0.01166407465007776,0.012052877138413685,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2508,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,3.75
2507,0.020606531881804044,0.04860031104199067,0,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,4.0
2506,0.009720062208398134,0.042379471228615864,1,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2505,0.00583203732503888,0.13608087091757387,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,3.5
2504,0.038102643856920686,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,3.0
2503,0.21578538102643857,0.06570762052877138,1,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,0.0
2502,0.020606531881804044,0.00038880248833592535,1,0.12674961119751166,0,0.41135303265940903,0.0,1.0,0.0,0.0,1.5
2501,0.21578538102643857,0.08709175738724728,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,4.0
2499,0.009720062208398134,0.042379471228615864,1,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2498,0.14813374805598756,0.010497667185069984,0,0.09020217729393468,1,0.09409020217729394,0.0,1.0,0.0,0.0,3.75
2497,0.14813374805598756,0.010497667185069984,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2496,0.14813374805598756,0.010497667185069984,0,0.6329704510108864,0,0.023716951788491446,0.0,1.0,0.0,0.0,4.5
2495,0.14813374805598756,0.010497667185069984,0,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2494,0.14813374805598756,0.010497667185069984,0,0.6329704510108864,0,0.09409020217729394,0.0,1.0,0.0,0.0,3.5
2493,0.14813374805598756,0.010497667185069984,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2492,0.14813374805598756,0.003499222395023328,0,0.6329704510108864,1,0.41135303265940903,0.0,1.0,0.0,0.0,3.75
2491,0.14813374805598756,0.010497667185069984,0,0.12674961119751166,0,0.023716951788491446,0.0,0.0,1.0,0.0,5.0
2490,0.14813374805598756,0.010497667185069984,0,0.12674961119751166,0,0.09409020217729394,0.0,1.0,0.0,0.0,3.5
2489,0.14813374805598756,0.010497667185069984,0,0.00505443234836703,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.0
2488,0.14813374805598756,0.010497667185069984,0,0.6329704510108864,0,0.09409020217729394,0.0,1.0,0.0,0.0,3.75
2487,0.14813374805598756,0.010497667185069984,0,0.09020217729393468,0,0.023716951788491446,0.0,0.0,1.0,0.0,4.5
2486,0.14813374805598756,0.010497667185069984,0,0.6329704510108864,1,0.09409020217729394,1.0,0.0,0.0,0.0,3.5
2485,0.14813374805598756,0.010497667185069984,0,0.04937791601866252,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.0
2484,0.14813374805598756,0.010497667185069984,0,0.6329704510108864,0,0.09409020217729394,0.0,1.0,0.0,0.0,4.0
2483,0.025660964230171075,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,5.0
2482,0.21578538102643857,0.08709175738724728,0,0.12674961119751166,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.75
2481,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,3.75
2480,0.00583203732503888,0.13608087091757387,0,0.03926905132192846,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.25
2479,0.21578538102643857,0.059875583203732506,1,0.12674961119751166,0,0.4432348367029549,1.0,0.0,0.0,0.0,4.0
2478,0.21578538102643857,0.08709175738724728,0,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,5.0
2477,0.21578538102643857,0.08709175738724728,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2476,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.0
2475,0.029548989113530325,0.13608087091757387,0,0.6329704510108864,1,0.41135303265940903,0.0,0.0,1.0,0.0,4.75
2474,0.017884914463452566,0.12013996889580093,1,0.6329704510108864,1,0.4432348367029549,0.0,1.0,0.0,0.0,4.25
2473,0.21578538102643857,0.13608087091757387,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,2.0
2472,0.21578538102643857,0.08709175738724728,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,3.5
2471,0.14813374805598756,0.053265940902021774,1,0.041601866251944015,0,0.4432348367029549,0.0,1.0,0.0,0.0,5.0
2470,0.024494556765163298,0.12480559875583204,1,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2469,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2468,0.00583203732503888,0.13608087091757387,0,0.6329704510108864,0,0.41135303265940903,0.0,1.0,0.0,0.0,4.25
2467,0.025660964230171075,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,3.5
2466,0.005443234836702955,0.053265940902021774,1,0.00505443234836703,0,0.4432348367029549,0.0,0.0,1.0,0.0,4.0
2465,0.14813374805598756,0.06570762052877138,0,0.041601866251944015,0,0.4432348367029549,1.0,0.0,0.0,0.0,3.75
2464,0.0023328149300155523,0.12013996889580093,1,0.12674961119751166,1,0.0276049766718507,0.0,0.0,1.0,0.0,2.0
2463,0.14813374805598756,0.04860031104199067,0,0.6329704510108864,0,0.09409020217729394,1.0,0.0,0.0,0.0,3.25
2462,0.21578538102643857,0.08709175738724728,0,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2461,0.0027216174183514776,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,4.5
2460,0.21578538102643857,0.12480559875583204,0,0.6329704510108864,0,0.0276049766718507,0.0,0.0,1.0,0.0,5.0
2459,0.14813374805598756,0.13608087091757387,0,0.041601866251944015,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2458,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.09409020217729394,0.0,1.0,0.0,0.0,3.75
2457,0.009720062208398134,0.042379471228615864,1,0.12674961119751166,0,0.4432348367029549,1.0,0.0,0.0,0.0,3.5
2456,0.009720062208398134,0.042379471228615864,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.25
2455,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,5.0
2454,0.009720062208398134,0.042379471228615864,1,0.09020217729393468,0,0.41135303265940903,0.0,0.0,1.0,0.0,3.25
2453,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.5
2452,0.009720062208398134,0.042379471228615864,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2451,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,1,0.4432348367029549,0.0,1.0,0.0,0.0,5.0
2450,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.0
2449,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,5.0
2448,0.009720062208398134,0.042379471228615864,1,0.041601866251944015,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2447,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,3.0
2446,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,5.0
2445,0.009720062208398134,0.042379471228615864,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,4.25
2444,0.009720062208398134,0.042379471228615864,0,0.6329704510108864,1,0.41135303265940903,0.0,0.0,1.0,0.0,5.0
2443,0.009720062208398134,0.042379471228615864,1,0.12674961119751166,0,0.4432348367029549,1.0,0.0,0.0,0.0,3.75
2442,0.14813374805598756,0.009720062208398134,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2440,0.01088646967340591,0.06570762052877138,0,0.03926905132192846,0,0.4432348367029549,0.0,0.0,1.0,0.0,4.5
2439,0.004665629860031105,0.08709175738724728,1,0.09020217729393468,1,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2438,0.21578538102643857,0.04860031104199067,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2437,0.14813374805598756,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,0.0,1.0,0.0,0.0,4.5
2436,0.21578538102643857,0.053265940902021774,1,0.03926905132192846,0,0.41135303265940903,1.0,0.0,0.0,0.0,4.75
2435,0.21578538102643857,0.041990668740279936,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,3.5
2434,0.21578538102643857,0.08709175738724728,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,4.25
2433,0.14813374805598756,0.13608087091757387,0,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,3.75
2432,0.21578538102643857,0.07426127527216174,0,0.041601866251944015,1,0.41135303265940903,1.0,0.0,0.0,0.0,3.5
2431,0.21578538102643857,0.12480559875583204,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2430,0.008164852255054433,0.059875583203732506,0,0.6329704510108864,0,0.41135303265940903,0.0,1.0,0.0,0.0,5.0
2429,0.003499222395023328,0.13608087091757387,0,0.6329704510108864,0,0.41135303265940903,0.0,1.0,0.0,0.0,4.0
2428,0.21578538102643857,0.08709175738724728,0,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2427,0.21578538102643857,0.13608087091757387,0,0.12674961119751166,0,0.09409020217729394,0.0,0.0,1.0,0.0,2.5
2426,0.21578538102643857,0.12480559875583204,0,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,0.0
2425,0.14813374805598756,0.053265940902021774,1,0.041601866251944015,0,0.41135303265940903,0.0,0.0,1.0,0.0,5.0
2424,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,1.0,0.0,0.0,3.75
2423,0.00933125972006221,0.08709175738724728,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,0.0,1.0,3.5
2422,0.14813374805598756,0.009720062208398134,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.25
2421,0.004665629860031105,0.08709175738724728,0,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,5.0
2420,0.14813374805598756,0.06570762052877138,1,0.041601866251944015,1,0.4432348367029549,1.0,0.0,0.0,0.0,3.75
2418,0.024494556765163298,0.13608087091757387,1,0.6329704510108864,0,0.023716951788491446,0.0,1.0,0.0,0.0,4.5
2417,0.21578538102643857,0.04860031104199067,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,3.75
2416,0.21578538102643857,0.06570762052877138,0,0.09020217729393468,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.25
2415,0.14813374805598756,0.13608087091757387,0,0.6329704510108864,0,0.0276049766718507,0.0,0.0,1.0,0.0,5.0
2414,0.005443234836702955,0.08709175738724728,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2413,0.14813374805598756,0.053265940902021774,1,0.09020217729393468,0,0.4432348367029549,0.0,0.0,1.0,0.0,2.5
2412,0.0042768273716951785,0.12480559875583204,1,0.04937791601866252,0,0.0276049766718507,0.0,0.0,1.0,0.0,3.25
2411,0.21578538102643857,0.12480559875583204,1,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.75
2410,0.21578538102643857,0.12480559875583204,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,3.75
2409,0.21578538102643857,0.12480559875583204,1,0.041601866251944015,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2408,0.21578538102643857,0.12480559875583204,1,0.12674961119751166,0,0.4432348367029549,1.0,0.0,0.0,0.0,3.75
2407,0.21578538102643857,0.08709175738724728,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.5
2406,0.21578538102643857,0.06570762052877138,1,0.6329704510108864,1,0.4432348367029549,1.0,0.0,0.0,0.0,0.25
2405,0.14813374805598756,0.053265940902021774,0,0.041601866251944015,1,0.4432348367029549,0.0,1.0,0.0,0.0,4.0
2404,0.008164852255054433,0.042379471228615864,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2403,0.21578538102643857,0.12480559875583204,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,0.0,1.0,4.75
2402,0.01166407465007776,0.012052877138413685,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,3.75
2401,0.0038880248833592537,0.06570762052877138,0,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2400,0.14813374805598756,0.042379471228615864,1,0.041601866251944015,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2399,0.020606531881804044,0.04860031104199067,0,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,4.0
2398,0.21578538102643857,0.06570762052877138,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,1.0
2397,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,4.0
2396,0.01166407465007776,0.0015552099533437014,1,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.25
2395,0.01088646967340591,0.06570762052877138,1,0.12674961119751166,0,0.41135303265940903,0.0,1.0,0.0,0.0,4.25
2394,0.14813374805598756,0.053265940902021774,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,3.75
2393,0.21578538102643857,0.13608087091757387,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,3.0
2392,0.008164852255054433,0.059875583203732506,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,5.0
2391,0.017884914463452566,0.12013996889580093,0,0.041601866251944015,1,0.41135303265940903,0.0,0.0,1.0,0.0,5.0
2390,0.14813374805598756,0.053265940902021774,1,0.03926905132192846,0,0.41135303265940903,1.0,0.0,0.0,0.0,3.75
2389,0.21578538102643857,0.12480559875583204,1,0.12674961119751166,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.0
2388,0.21578538102643857,0.06570762052877138,0,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,4.25
2387,0.14813374805598756,0.053265940902021774,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,3.5
2386,0.01166407465007776,0.0015552099533437014,1,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,4.0
2385,0.004665629860031105,0.08709175738724728,1,0.09020217729393468,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.75
2384,0.21578538102643857,0.06570762052877138,1,0.09020217729393468,0,0.4432348367029549,0.0,1.0,0.0,0.0,4.25
2383,0.14813374805598756,0.12480559875583204,1,0.09020217729393468,0,0.4432348367029549,0.0,0.0,1.0,0.0,3.5
2382,0.038102643856920686,0.12013996889580093,0,0.6329704510108864,0,0.4432348367029549,0.0,1.0,0.0,0.0,0.5
2381,0.14813374805598756,0.053265940902021774,1,0.041601866251944015,0,0.4432348367029549,1.0,0.0,0.0,0.0,4.75
2380,0.003110419906687403,0.12013996889580093,0,0.09020217729393468,1,0.41135303265940903,0.0,0.0,1.0,0.0,3.75
2379,0.14813374805598756,0.12480559875583204,1,0.04937791601866252,1,0.4432348367029549,0.0,0.0,1.0,0.0,2.5
2378,0.005443234836702955,0.053265940902021774,1,0.6329704510108864,0,0.4432348367029549,1.0,0.0,0.0,0.0,4.5
2376,0.14813374805598756,0.07426127527216174,1,0.12674961119751166,0,0.41135303265940903,0.0,0.0,1.0,0.0,3.25
2375,0.004665629860031105,0.08709175738724728,1,0.03926905132192846,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2374,0.21578538102643857,0.04860031104199067,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,4.5
2373,0.14813374805598756,0.012052877138413685,0,0.6329704510108864,0,0.09409020217729394,0.0,0.0,1.0,0.0,4.5
2372,0.21578538102643857,0.06570762052877138,0,0.6329704510108864,1,0.4432348367029549,0.0,0.0,1.0,0.0,4.0
2371,0.0023328149300155523,0.13608087091757387,0,0.6329704510108864,0,0.023716951788491446,0.0,0.0,1.0,0.0,3.5
2370,0.02021772939346812,0.12013996889580093,0,0.00505443234836703,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.5
2369,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.25
2368,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,3.75
2367,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,1,0.41135303265940903,1.0,0.0,0.0,0.0,4.0
2366,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,5.0
2365,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,0.0,1.0,0.0,0.0,5.0
2364,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,4.0
2363,0.02021772939346812,0.12013996889580093,0,0.6329704510108864,0,0.41135303265940903,1.0,0.0,0.0,0.0,4.0
2362,0.21578538102643857,0.06570762052877138,1,0.09020217729393468,1,0.4432348367029549,0.0,1.0,0.0,0.0,4.0
2361,0.14813374805598756,0.053265940902021774,1,0.12674961119751166,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2360,0.009720062208398134,0.012052877138413685,1,0.12674961119751166,0,0.4432348367029549,1.0,0.0,0.0,0.0,2.0
2359,0.0023328149300155523,0.13608087091757387,0,0.6329704510108864,0,0.0276049766718507,0.0,1.0,0.0,0.0,2.0
2358,0.0038880248833592537,0.06570762052877138,1,0.6329704510108864,0,0.41135303265940903,0.0,0.0,1.0,0.0,4.0
2357,0.00583203732503888,0.053265940902021774,1,0.6329704510108864,0,0.4432348367029549,0.0,0.0,1.0,0.0,5.0
2356,0.038102643856920686,0.12013996889580093,0,0.04937791601866252,1,0.4432348367029549,0.0,1.0,0.0,0.0,4.0
